Campus Name,Campus,Campus Type,Campus Type Description
BARKSDALE EL,043910132,11,11-City: Large
BARNES EL,178904152,11,11-City: Large
BARNETT J H,220901052,11,11-City: Large
BARRETT EL,101906103,41,41-Rural: Fringe
BARRICK EL,101912107,11,11-City: Large
BARRINGTON EL,227901149,11,11-City: Large
BARRINGTON PLACE EL,079907127,12,12-City: Mid-size
BARRON EL,043910149,11,11-City: Large
BARRON EL,071902165,11,11-City: Large
BARROW EL,020907107,31,31-Town: Fringe
BARTLETT SCHOOLS,014902001,32,32-Town: Distant
BARTON CREEK EL,227909105,21,21-Suburb: Large
BARTON EL,057912101,11,11-City: Large
BARTON HILLS EL,227901103,11,11-City: Large
BARWISE MIDDLE,243905046,12,12-City: Mid-size
BASIS AUSTIN,015834004,11,11-City: Large
BASIS AUSTIN PRI,015834102,11,11-City: Large
BASIS FORT WORTH PRI,015834104,21,21-Suburb: Large
BASIS PFLUGERVILLE,015834005,21,21-Suburb: Large
BASIS PFLUGERVILLE PRI,015834105,21,21-Suburb: Large
BASIS SAN ANTONIO - JACK LEWIS JR CAMPUS,015834006,11,11-City: Large
BASIS SAN ANTONIO - NORTHEAST CAMPUS,015834003,11,11-City: Large
BASIS SAN ANTONIO PRI - JACK LEWIS JR CAMPUS,015834106,11,11-City: Large
BASIS SAN ANTONIO PRI - NORTHEAST CAMPUS,015834103,11,11-City: Large
BASIS SAN ANTONIO PRI- MEDICAL CENTER CAMPUS,015834101,11,11-City: Large
BASIS SAN ANTONIO- PRI NORTH CENTRAL CAMPUS,015834002,11,11-City: Large
BASIS SAN ANTONIO- SHAVANO CAMPUS,015834001,11,11-City: Large
BASKIN EL,015907105,11,11-City: Large
BASSETT MIDDLE,071902049,11,11-City: Large
BASSETTI EL,221901153,12,12-City: Mid-size
BASSWOOD EL,220907126,11,11-City: Large
BASTIAN EL,101912108,11,11-City: Large
BASTROP COUNTY JUVENILE BOOT CAMP,011902003,41,41-Rural: Fringe
BASTROP H S,011901001,32,32-Town: Distant
BASTROP INT,011901104,32,32-Town: Distant
BASTROP MIDDLE,011901041,32,32-Town: Distant
BATESVILLE SCHOOL,232903108,43,43-Rural: Remote
BATY EL,227910108,11,11-City: Large
BAY CITY H S,158901001,41,41-Rural: Fringe
BAY CITY J H,158901041,32,32-Town: Distant
BAY COLONY EL,084901107,21,21-Suburb: Large
BAY EL,084910105,21,21-Suburb: Large
BAYLES EL,057905108,11,11-City: Large
BAYLESS EL,152901155,11,11-City: Large
BAYLOR COLLEGE OF MEDICINE ACADEMY AT RYAN,101912467,11,11-City: Large
BAYLOR COLLEGE OF MEDICINE BIOTECH ACADEMY AT RUSK,101912234,11,11-City: Large
BAYSHORE EL,101916104,21,21-Suburb: Large
BAYSIDE INT,084910050,21,21-Suburb: Large
BAYTOWN J H,101911041,13,13-City: Small
BEACON HILL ACADEMY,015907106,11,11-City: Large
BEAN EL,152901156,11,11-City: Large
BEAR BRANCH EL,101913106,11,11-City: Large
BEAR BRANCH EL,170906104,41,41-Rural: Fringe
BEAR BRANCH INT,170906062,22,22-Suburb: Mid-size
BEAR BRANCH J H,170906042,22,22-Suburb: Mid-size
BEAR CREEK EL,220906106,21,21-Suburb: Large
BEAR CREEK EL,101914106,21,21-Suburb: Large
BEAR CREEK EL,227901195,11,11-City: Large
BEAR CREEK INT,220907104,21,21-Suburb: Large
BEARD EL,015915180,11,11-City: Large
BEASLEY EL,079901101,42,42-Rural: Distant
BEASLEY EL,057914119,21,21-Suburb: Large
BEATRICE MAYES INSTITUTE CHARTER SCHOOL,101847101,11,11-City: Large
BEATRIZ G GARZA MIDDLE,108913044,21,21-Suburb: Large
BEATY EARLY CHILDHOOD SCHOOL,043910160,11,11-City: Large
BEAUMONT ISD EARLY COLLEGE H S,123910013,12,12-City: Mid-size
BEAUMONT NEW EL DAEP,123910134,12,12-City: Mid-size
BEAUMONT UNITED H S,123910014,12,12-City: Mid-size
BEAVER TECHNOLOGY CENTER,057909101,21,21-Suburb: Large
BEBENSEE EL,220901141,11,11-City: Large
BECKENDORFF J H,101914050,21,21-Suburb: Large
BECKER EL,227901104,11,11-City: Large
BECKHAM EL,220901158,11,11-City: Large
BECKVILLE JR-SR HIGH SCHOOL,183901001,42,42-Rural: Distant
BECKVILLE SUNSET EL,183901101,42,42-Rural: Distant
BEDFORD HEIGHTS EL,220916119,21,21-Suburb: Large
BEDFORD J H,220916044,21,21-Suburb: Large
BEDICHEK MIDDLE,227901054,11,11-City: Large
BEE CAVE EL,227913103,41,41-Rural: Fringe
BEE CAVE MIDDLE,227913043,41,41-Rural: Fringe
BEHLAU EL,015915192,21,21-Suburb: Large
BEL AIR EL,107901104,41,41-Rural: Fringe
BEL AIR H S,071905001,11,11-City: Large
BEL AIR MIDDLE,071905055,11,11-City: Large
BEL NAFEGAR SANCHEZ EL,020901120,41,41-Rural: Fringe
BELAIRE EL,226903103,13,13-City: Small
BELL CO J J A E P,014909006,12,12-City: Mid-size
BELL COUNTY ALTERNATIVE SCHOOL,014901005,41,41-Rural: Fringe
BELL COUNTY DAEP,014908005,41,41-Rural: Fringe
BELL COUNTY DAEP,014907043,42,42-Rural: Distant
BELL EL,212905102,12,12-City: Mid-size
BELL EL,101912151,11,11-City: Large
BELL H S,220916001,21,21-Suburb: Large
BELL MANOR EL,220916116,21,21-Suburb: Large
BELL'S HILL EL,161914103,12,12-City: Mid-size
BELLAIRE EL,015904102,11,11-City: Large
BELLAIRE EL,220916102,21,21-Suburb: Large
BELLAIRE H S,101912002,21,21-Suburb: Large
BELLEVUE SCHOOL,039904001,42,42-Rural: Distant
BELLFORT EARLY CHILDHOOD CENTER,101912360,11,11-City: Large
BELLS EL,091901101,42,42-Rural: Distant
BELLS H S,091901001,42,42-Rural: Distant
BELLVILLE H S,008901001,32,32-Town: Distant
BELLVILLE J H,008901041,32,32-Town: Distant
BELMAR EL,188901102,12,12-City: Mid-size
BELT LINE EL,057913109,21,21-Suburb: Large
BELTON EARLY CHILDHOOD SCHOOL,014903119,23,23-Suburb: Small
BELTON H S,014903001,23,23-Suburb: Small
BELTON MIDDLE,014903046,23,23-Suburb: Small
BELTON NEW TECH H S AT WASKOW,014903025,23,23-Suburb: Small
BELTON NEW TECH H S AT WASKOW,014903005,23,23-Suburb: Small
BEN BOLT-PALITO BLANCO EL,125902101,42,42-Rural: Distant
BEN BOLT-PALITO BLANCO H S,125902001,42,42-Rural: Distant
BEN MILAM EL,166901104,41,41-Rural: Fringe
BEN MILAM EL,031903110,13,13-City: Small
BEN MILAM EL,057905184,11,11-City: Large
BEN NARBUTH EL,071909134,41,41-Rural: Fringe
BENAVIDES EL,066901041,43,43-Rural: Remote
BENAVIDES EL,031901135,12,12-City: Mid-size
BENAVIDES EL,253901101,43,43-Rural: Remote
BENAVIDES HEIGHTS EL,159901111,33,33-Town: Remote
BENAVIDES SECONDARY,066901001,43,43-Rural: Remote
BENAVIDEZ EL,101912295,11,11-City: Large
BENBROOK EL,101912268,11,11-City: Large
BENBROOK EL,220905103,21,21-Suburb: Large
BENBROOK MIDDLE/HIGH SCHOOL,220905071,21,21-Suburb: Large
BENDWOOD SCHOOL,101920101,11,11-City: Large
BENEKE EL,101919112,21,21-Suburb: Large
BENFER EL,101915107,21,21-Suburb: Large
BENIGNUS EL,101915124,21,21-Suburb: Large
BENITO JUAREZ EL,254901104,33,33-Town: Remote
BENITO MARTINEZ EL,071909112,11,11-City: Large
BENITO MARTINEZ EL,115901101,43,43-Rural: Remote
BENJAMIN DOC KERLEY EL,246906108,41,41-Rural: Fringe
BENJAMIN FRANKLIN INTERNATIONAL EXPLORATORY ACAD,057905047,11,11-City: Large
BENJAMIN SCHOOL,138904001,43,43-Rural: Remote
BENNETT EL,152907107,22,22-Suburb: Mid-size
BENS BRANCH EL,170908111,21,21-Suburb: Large
BENTLEY EL,079901140,41,41-Rural: Fringe
BERKNER H S,057916005,12,12-City: Mid-size
BERKSHIRE EL,061911123,11,11-City: Large
BERNAL MIDDLE,015915060,41,41-Rural: Fringe
BERNARDA JAIME J H,066902041,32,32-Town: Distant
BERNSHAUSEN EL,101915129,21,21-Suburb: Large
BERRY EL,101912109,11,11-City: Large
BERRY EL,220901101,11,11-City: Large
BERRY MIDDLE,057914047,21,21-Suburb: Large
BERRY MILLER J H,020908044,21,21-Suburb: Large
BERTA CABAZA MIDDLE,031912041,22,22-Suburb: Mid-size
BERTA S PALACIOS EL,108909136,21,21-Suburb: Large
BERTRAM EL,027903102,42,42-Rural: Distant
BESS BRANNEN EL,020905111,23,23-Suburb: Small
BESS CAMPBELL EL,079901119,12,12-City: Mid-size
BESS RACE EL,220912101,21,21-Suburb: Large
BESSIE COLEMAN MIDDLE,057904042,21,21-Suburb: Large
BEST EL,101903118,11,11-City: Large
BESTEIRO MIDDLE,031901048,12,12-City: Mid-size
BETA ACADEMY,101870001,11,11-City: Large
BETA ACADEMY,101870002,11,11-City: Large
BETHANY EL,043910128,11,11-City: Large
BETHKE EL,101914141,41,41-Rural: Fringe
BETTE PEROT EL,220907118,11,11-City: Large
BETTS EL,108904104,21,21-Suburb: Large
BETTY HARWELL MIDDLE,108904047,41,41-Rural: Fringe
BETTYE MYERS MIDDLE,061901049,21,21-Suburb: Large
BEVERLY CHEATHAM EL,043901117,41,41-Rural: Fringe
BEVERLY EL,043910136,21,21-Suburb: Large
BEVERLY HILLS INT,101917041,11,11-City: Large
BEXAR CO J J A E P,015908037,11,11-City: Large
BEXAR CO J J A E P,015904007,11,11-City: Large
BEXAR CO J J A E P,015911004,11,11-City: Large
BEXAR CO J J A E P,015916006,11,11-City: Large
BEXAR COUNTY ACADEMY,015809101,11,11-City: Large
BEXAR COUNTY LRN CTR,015911005,41,41-Rural: Fringe
BIG BEND H S,022004001,43,43-Rural: Remote
BIG COUNTRY EL,015912107,21,21-Suburb: Large
BIG SANDY EL,230901101,42,42-Rural: Distant
BIG SANDY H S,230901001,42,42-Rural: Distant
BIG SANDY J H,230901041,42,42-Rural: Distant
BIG SANDY SCHOOL,187901001,43,43-Rural: Remote
BIG SPRING DAEP,114901106,32,32-Town: Distant
BIG SPRING H S,114901001,32,32-Town: Distant
BIG SPRING INT,114901044,32,32-Town: Distant
BIG SPRING J H,114901043,32,32-Town: Distant
BIG SPRINGS CHARTER SCHOOL,193801001,43,43-Rural: Remote
BIG SPRINGS EL,057916133,21,21-Suburb: Large
BILL BROWN EL,046902107,41,41-Rural: Fringe
BILL BURDEN EL,246908103,41,41-Rural: Fringe
BILL CHILDRESS EL,071907104,21,21-Suburb: Large
BILL HASSE EL,020901104,21,21-Suburb: Large
BILL HAYS MIDDLE,043912043,41,41-Rural: Fringe
BILL J ELLIOTT EL,220905206,11,11-City: Large
BILL LOGUE DETENTION CENTER,161914444,12,12-City: Mid-size
BILL SYBERT SCHOOL,071909122,11,11-City: Large
BILLIE STEVENSON EL,199901114,21,21-Suburb: Large
BILLY BAINES MIDDLE,079907052,21,21-Suburb: Large
BILLY EARL DADE MIDDLE,057905062,11,11-City: Large
BILLY MOORE,227827004,42,42-Rural: Distant
BINGMAN PK,123910132,12,12-City: Mid-size
BIRCH EL,092904104,13,13-City: Small
BIRDIE ALEXANDER EL,057905235,11,11-City: Large
BIRDVILLE EL,220902101,21,21-Suburb: Large
BIRDVILLE H S,220902010,21,21-Suburb: Large
BIRDWELL SCHOOL,212905103,12,12-City: Mid-size
BIRKES EL,101907139,21,21-Suburb: Large
BIRNHAM WOODS EL,170902129,41,41-Rural: Fringe
BISHOP ARTS STEAM ACADEMY,057905197,11,11-City: Large
BISHOP EL,178902101,32,32-Town: Distant
BISHOP EL,220904101,21,21-Suburb: Large
BISHOP H S,178902001,32,32-Town: Distant
BISHOP PRI,178902102,32,32-Town: Distant
BIVINS EL,188901103,12,12-City: Mid-size
BLACK EL,101907148,21,21-Suburb: Large
BLACK EL,101902126,11,11-City: Large
BLACK EL,057914101,21,21-Suburb: Large
BLACK MIDDLE,101912042,11,11-City: Large
BLACKBURN EL,129902105,31,31-Town: Fringe
BLACKLAND PRAIRIE EL,246909130,12,12-City: Mid-size
BLACKSHEAR EL,227901105,11,11-City: Large
BLACKSHEAR EL,101915127,21,21-Suburb: Large
BLACKSHEAR EL,101912110,11,11-City: Large
BLACKWELL SCHOOL,177903001,43,43-Rural: Remote
BLAIR EL,057903131,21,21-Suburb: Large
BLAKE MANOR EL,227907105,41,41-Rural: Fringe
BLAKEMORE MIDDLE,180901041,43,43-Rural: Remote
BLALACK MIDDLE,057903045,21,21-Suburb: Large
BLANCA E SANCHEZ,108906127,12,12-City: Mid-size
BLANCHE DODD EL,061905102,41,41-Rural: Fringe
BLANCHETTE EL,123910127,12,12-City: Mid-size
BLANCO EL,016902101,42,42-Rural: Distant
BLANCO H S,016902001,42,42-Rural: Distant
BLANCO MIDDLE,016902041,42,42-Rural: Distant
BLANCO VISTA EL,105906113,41,41-Rural: Fringe
BLAND EL,116915101,42,42-Rural: Distant
BLAND H S,116915001,42,42-Rural: Distant
BLAND MIDDLE,116915041,42,42-Rural: Distant
BLANKET SCHOOL,025904001,42,42-Rural: Distant
BLANSON CTE H S,101902014,21,21-Suburb: Large
BLANTON EL,227901106,11,11-City: Large
BLANTON EL,061901122,41,41-Rural: Fringe
BLANTON EL,068901125,12,12-City: Mid-size
BLANTON EL,220901102,11,11-City: Large
BLANTON EL,057903110,21,21-Suburb: Large
BLASCHKE/SHELDON EL,205903103,31,31-Town: Fringe
BLATTMAN EL,015915181,41,41-Rural: Fringe
BLAZIER EL,227901185,41,41-Rural: Fringe
BLEDSOE EL,043905118,21,21-Suburb: Large
BLENDED ACADEMY,233901004,33,33-Town: Remote
BLESSING EL,158902101,42,42-Rural: Distant
BLEYL MIDDLE,101907043,21,21-Suburb: Large
BLISS EL,071902105,21,21-Suburb: Large
BLOCK HOUSE CREEK EL,246913103,21,21-Suburb: Large
BLOCKER MIDDLE,084906041,22,22-Suburb: Mid-size
BLOOM ACADEMY CHARTER SCHOOL,101875001,11,11-City: Large
BLOOMBURG SCHOOL,034909001,42,42-Rural: Distant
BLOOMING GROVE EL,175902101,42,42-Rural: Distant
BLOOMING GROVE H S,175902001,42,42-Rural: Distant
BLOOMING GROVE JH,175902041,42,42-Rural: Distant
BLOOMINGTON EL,235901101,42,42-Rural: Distant
BLOOMINGTON H S,235901001,42,42-Rural: Distant
BLOOMINGTON J H,235901041,42,42-Rural: Distant
BLOSSOM EL,139912101,42,42-Rural: Distant
BLUE HAZE EL,220920104,11,11-City: Large
BLUE HOLE PRI,105905102,41,41-Rural: Fringe
BLUE RIDGE EL,079907108,11,11-City: Large
BLUE RIDGE EL,043917101,42,42-Rural: Distant
BLUE RIDGE H S,043917001,42,42-Rural: Distant
BLUE RIDGE MIDDLE,043917041,42,42-Rural: Distant
BLUEBONNET EL,061902133,21,21-Suburb: Large
BLUEBONNET EL,028902105,31,31-Town: Fringe
BLUEBONNET EL,011901109,42,42-Rural: Distant
BLUEBONNET EL,246909118,12,12-City: Mid-size
BLUEBONNET EL,220907116,11,11-City: Large
BLUEBONNET EL,059901102,32,32-Town: Distant
BLUEBONNET TRAIL EL,227907102,41,41-Rural: Fringe
BLUFF DALE EL,072904101,43,43-Rural: Remote
BLUM ISD,109913001,42,42-Rural: Distant
BOALS EL,043905115,21,21-Suburb: Large
BOB AND BETTY NELSON EL,020901119,41,41-Rural: Fringe
BOB AND LOLA SANFORD EL,091908102,31,31-Town: Fringe
BOB HOPE EL,015912104,11,11-City: Large
BOB HOPE H S,123807002,13,13-City: Small
BOB HOPE SCHOOL,123807001,13,13-City: Small
BOB HOPE SCHOOL - EL CAMPUS,123807101,13,13-City: Small
BOB HOPE SCHOOL BEAUMONT,123807102,12,12-City: Mid-size
BOBBY JOE HILL PK-8,071902059,11,11-City: Large
BOBBY SHAW MIDDLE,101917143,21,21-Suburb: Large
BOBBY SUMMERS MIDDLE,199902044,41,41-Rural: Fringe
BOERNE - SAMUEL V CHAMPION H S,130901002,41,41-Rural: Fringe
BOERNE ALTER SCH,130901203,31,31-Town: Fringe
BOERNE H S,130901001,31,31-Town: Fringe
BOERNE MIDDLE NORTH,130901041,31,31-Town: Fringe
BOERNE MIDDLE SOUTH,130901042,41,41-Rural: Fringe
BOGGESS EL,043910142,21,21-Suburb: Large
BOHLS MIDDLE,227904049,41,41-Rural: Fringe
BOLDT EL,015915227,21,21-Suburb: Large
BOLES EL,116916101,41,41-Rural: Fringe
BOLES H S,116916001,41,41-Rural: Fringe
BOLES J H,220901051,11,11-City: Large
BOLES MIDDLE,116916041,41,41-Rural: Fringe
BOLIN EL,043901110,21,21-Suburb: Large
BOLING H S,241901001,42,42-Rural: Distant
BONDY INT,101917051,21,21-Suburb: Large
BONHAM ACADEMY,015907107,11,11-City: Large
BONHAM EES,057910134,21,21-Suburb: Large
BONHAM EL,226903122,13,13-City: Small
BONHAM EL,101912111,11,11-City: Large
BONHAM EL,021902103,13,13-City: Small
BONHAM EL,221901103,12,12-City: Mid-size
BONHAM EL,031903103,13,13-City: Small
BONHAM EL,165901101,12,12-City: Mid-size
BONHAM H S,074903001,32,32-Town: Distant
BONHAM MIDDLE,014909044,13,13-City: Small
BONHAM MIDDLE,068901042,12,12-City: Mid-size
BONHAM MIDDLE,188901048,12,12-City: Mid-size
BONHAM PRE-K SCHOOL,105902109,13,13-City: Small
BONNER EL,212905104,12,12-City: Mid-size
BONNER EL,101912112,11,11-City: Large
BONNETTE J H,101908043,21,21-Suburb: Large
BONNIE BRAE,220905225,11,11-City: Large
BONNIE HOLLAND EL,101914131,21,21-Suburb: Large
BONNIE L GARCIA EL,240903128,11,11-City: Large
BOOKER JH/H S,148901001,43,43-Rural: Remote
BOOKER T WASHINGTON EL,243905125,41,41-Rural: Fringe
BOOKER T WASHINGTON EL,011902101,31,31-Town: Fringe
BOOKER T WASHINGTON H S,170902002,13,13-City: Small
BOOKER T WASHINGTON SPVA MAGNET,057905034,11,11-City: Large
BOONE EL,227901170,11,11-City: Large
BOONE EL,015915125,11,11-City: Large
BOONE EL,101903102,11,11-City: Large
BORCHARDT EL,043905109,11,11-City: Large
BORDEN COUNTY SCHOOL,017901001,43,43-Rural: Remote
BORGER H S,117901001,32,32-Town: Distant
BORGER INT,117901107,32,32-Town: Distant
BORGER MIDDLE,117901041,32,32-Town: Distant
BORMAN EL,061901111,12,12-City: Mid-size
BOSQUEVILLE EL,161923101,41,41-Rural: Fringe
BOSQUEVILLE H S,161923001,41,41-Rural: Fringe
BOSQUEVILLE MIDDLE,161923041,41,41-Rural: Fringe
BOSWELL H S,220918001,11,11-City: Large
BOUDE STOREY MIDDLE,057905060,11,11-City: Large
BOULEVARD HEIGHTS,220905104,11,11-City: Large
BOULTER MIDDLE,212905041,12,12-City: Mid-size
BOVINA EL,185901101,43,43-Rural: Remote
BOVINA H S,185901001,43,43-Rural: Remote
BOVINA MIDDLE,185901041,43,43-Rural: Remote
BOWDEN ACADEMY,015907147,11,11-City: Large
BOWIE 6TH GRADE CAMPUS,188901052,12,12-City: Mid-size
BOWIE EL,079901102,21,21-Suburb: Large
BOWIE EL,226903105,13,13-City: Small
BOWIE EL,031903104,13,13-City: Small
BOWIE EL,221901104,12,12-City: Mid-size
BOWIE EL,070903103,32,32-Town: Distant
BOWIE EL,057916122,11,11-City: Large
BOWIE EL,116905102,32,32-Town: Distant
BOWIE EL,105902101,41,41-Rural: Fringe
BOWIE EL,175903101,32,32-Town: Distant
BOWIE H S,220901004,11,11-City: Large
BOWIE H S,071902003,11,11-City: Large
BOWIE H S,227901013,11,11-City: Large
BOWIE H S,169901001,33,33-Town: Remote
BOWIE INT,169901042,33,33-Town: Remote
BOWIE J H,169901041,33,33-Town: Remote
BOWIE MIDDLE,068901043,12,12-City: Mid-size
BOWIE MIDDLE,188901042,12,12-City: Mid-size
BOWIE MIDDLE,057912041,11,11-City: Large
BOWIE PRI,112901106,33,33-Town: Remote
BOWMAN MIDDLE,043910042,11,11-City: Large
BOYD EL,249902101,41,41-Rural: Fringe
BOYD H S,249902001,42,42-Rural: Distant
BOYD INT,249902110,42,42-Rural: Distant
BOYD MIDDLE,249902041,42,42-Rural: Distant
BOYS RANCH H S,180901001,43,43-Rural: Remote
BOZMAN INT,170902078,41,41-Rural: Fringe
BRACKENRIDGE H S,015907001,11,11-City: Large
BRACKETT H S,136901001,33,33-Town: Remote
BRACKETT J H,136901041,33,33-Town: Remote
BRADFIELD EL,057911102,21,21-Suburb: Large
BRADFIELD EL,057909119,21,21-Suburb: Large
BRADFORD EL,226903106,13,13-City: Small
BRADFORD EL,243903101,31,31-Town: Fringe
BRADLEY EL,170902132,41,41-Rural: Fringe
BRADLEY MIDDLE,015910048,11,11-City: Large
BRADY EL,160901101,41,41-Rural: Fringe
BRADY H S,160901001,41,41-Rural: Fringe
BRADY MIDDLE,160901041,41,41-Rural: Fringe
BRAEBURN EL,101912114,11,11-City: Large
BRAMLETTE STEAM ACADEMY,092903127,13,13-City: Small
BRANDEIS H S,015915023,11,11-City: Large
BRANDENBURG EL,057912116,11,11-City: Large
BRANDON EL,003903121,33,33-Town: Remote
BRANSFORD EL,220906108,21,21-Suburb: Large
BRAUCHLE EL,015915150,11,11-City: Large
BRAUN STATION EL,015915134,11,11-City: Large
BRAVES ACADEMY,043918003,41,41-Rural: Fringe
BRAY EL,057904101,21,21-Suburb: Large
BRAZORIA CO ALTER ED CTR,020902003,41,41-Rural: Fringe
BRAZORIA CO JUVENILE DETENTION,020902004,41,41-Rural: Fringe
BRAZOS BEND EL,079907136,12,12-City: Mid-size
BRAZOS CO JUVENILE DETENTION CENTER,021902014,13,13-City: Small
BRAZOS COUNTY JJAEP,021902015,13,13-City: Small
BRAZOS EL,008903102,42,42-Rural: Distant
BRAZOS H S,161914007,12,12-City: Mid-size
BRAZOS H S,008903001,42,42-Rural: Distant
BRAZOS MIDDLE,008903041,42,42-Rural: Distant
BRAZOS RIVER CHARTER SCHOOL,213801001,42,42-Rural: Distant
BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY BRYAN/COL,021803001,13,13-City: Small
BRAZOS SCHOOL FOR INQUIRY AND CREATIVITY TIDWELL,021803102,11,11-City: Large
BRAZOS SUCCESS ACADEMY,020905006,23,23-Suburb: Small
BRAZOSPORT H S,020905001,23,23-Suburb: Small
BRAZOSWOOD H S,020905002,23,23-Suburb: Small
BRECKENRIDGE H S,215901001,33,33-Town: Remote
BRECKENRIDGE J H,215901041,33,33-Town: Remote
BREEDEN EL,031901144,12,12-City: Mid-size
BREMOND EL,198901101,43,43-Rural: Remote
BREMOND H S,198901001,43,43-Rural: Remote
BREMOND MIDDLE,198901041,43,43-Rural: Remote
BRENDA NORWOOD EL,220908128,41,41-Rural: Fringe
BRENHAM EARLY CHILDHOOD LEARNING CENTER,239901106,32,32-Town: Distant
BRENHAM EL,239901102,41,41-Rural: Fringe
BRENHAM H S,239901001,32,32-Town: Distant
BRENHAM J H,239901042,32,32-Town: Distant
BRENHAM MIDDLE,239901041,32,32-Town: Distant
BRENNAN H S,015915024,21,21-Suburb: Large
BRENTFIELD EL,057916128,11,11-City: Large
BRENTWOOD EL,227901107,11,11-City: Large
BRENTWOOD MIDDLE,015905041,11,11-City: Large
BREWER ACADEMY,015907064,11,11-City: Large
BREWER H S,220920001,41,41-Rural: Fringe
BREWER MIDDLE,220920041,21,21-Suburb: Large
BREWSTER EL,108904102,42,42-Rural: Distant
BRIARGATE EL,079907113,11,11-City: Large
BRIARGROVE EL,101912116,11,11-City: Large
BRIARHILL MIDDLE,061902049,21,21-Suburb: Large
BRIARMEADOW CHARTER,101912344,11,11-City: Large
BRIDGE ASSOC,220905212,11,11-City: Large
BRIDGE CITY EL,181901102,41,41-Rural: Fringe
BRIDGE CITY H S,181901001,22,22-Suburb: Mid-size
BRIDGE CITY INT,181901103,41,41-Rural: Fringe
BRIDGE CITY MIDDLE,181901041,22,22-Suburb: Mid-size
BRIDGE POINT EL,227909106,11,11-City: Large
BRIDGELAND H S,101907016,41,41-Rural: Fringe
BRIDGEPORT EL,249903101,41,41-Rural: Fringe
BRIDGEPORT H S,249903001,41,41-Rural: Fringe
BRIDGEPORT INT,249903102,32,32-Town: Distant
BRIDGEPORT MIDDLE,249903041,41,41-Rural: Fringe
BRIDGEWAY PREPARATORY ACADEMY,057851101,21,21-Suburb: Large
BRIESEMEISTER MIDDLE,094901042,31,31-Town: Fringe
BRIGADIER GENERAL JOSEPH RAMIREZ EL,057848042,42,42-Rural: Distant
BRIGADIER GENERAL JOSEPH RAMIREZ MIDDLE,057848041,42,42-Rural: Distant
BRIGHT ACAD,043905108,21,21-Suburb: Large
BRILL EL,101915109,21,21-Suburb: Large
BRILLANTE ACADEMY,108810101,21,21-Suburb: Large
BRINKER EL,043910123,11,11-City: Large
BRISCOE EL,015907112,11,11-City: Large
BRISCOE EL,101912117,11,11-City: Large
BRISCOE J H,079901043,41,41-Rural: Fringe
BRISCOE MIDDLE,015915058,21,21-Suburb: Large
BRITAIN EL,057912103,11,11-City: Large
BRITE EL,031901140,22,22-Suburb: Mid-size
BROADDUS EL,203902101,43,43-Rural: Remote
BROADDUS H S,203902001,43,43-Rural: Remote
BROADWAY EL,170902127,22,22-Suburb: Mid-size
BROCK EL,184909102,42,42-Rural: Distant
BROCK H S,184909001,42,42-Rural: Distant
